,VideoID,Date/Time,Title,Description,Tags,Duration,Definition,Caption,Views,Likes,Comments,Date,Time,TotalDuration(sec),LikeRatio,CommentRatio,Month_Year,DayOfWeek,Engagement Rate
10,oB9yB5-4bXg,2024-04-26 12:45:03+00:00,5 Things to Know Before You “Netflix and Chill” With Someone,"►► Want to Make 2024 the Year to Make Finding Love Inevitable?
Order Love Life Now to Get a Free Ticket to My Virtual Event Called Find Your Person on May 4 at . . .
→ http://www.LoveLifeBook.com

▼
Don’t Miss Out! Subscribe to my YouTube channel now.
I post new love life advice for you every weekend.

▼
You’ve been on a date or two with someone and things are going pretty well. Then suddenly they ask you, “Wanna come over to my place and watch a movie tonight?”

Is it too soon? What if you like this person but you feel it’s moving a little too fast? In today’s video, I share 5 things you need to know before you “Netflix and chill” if you want more than just a casual hookup.


►► Pre-Order My New Book, ""Love Life"" at → http://www.LoveLifeBook.com

►► FREE Video Training: “Dating With Results” → http://www.DatingWithResults.com


▼ Get My Latest Dating Tips and Connect With Me… ▼

Blog → https://www.matthewhussey.com/blog/

Facebook → https://facebook.com/CoachMatthewHussey

Instagram → https://www.instagram.com/thematthewhussey

Twitter → https://twitter.com/matthewhussey

▼ Chapters ▼

0:00 – 1:48 – It’s Out!
1:48 – 2:43 – “Netflix & Chill” on a Second Date?
2:43 – 3:14 – Aligning With the Results You Want
3:14 – 3:52 – #1 You Set the Pace
3:52 – 6:19 – #2 Decide Your Boundaries Ahead of Time
6:19 – 7:05 – #3 When Familiarity Tricks You
7:05 – 7:39 – #4 Don’t Change Your Behavior Just Because of This
7:39 – 8:55 – #5 Setting a Precedent When It Comes to Effort
8:55 – 9:47 – A Word on Safety
9:47 – 10:38 – A Whirlwind of a Week + A Heartfelt Thank You
10:38 – 11:18 – Find Your Person","['Matthew Hussey', 'Matt Hussey', 'Get The Guy', 'How to Get the Guy', 'Dating Advice for Women', 'attract men', 'keep your man', 'dating coach', 'relationship coach', 'relationship tips', 'what men want', 'make him like you', 'make him love you', 'how to talk to men', 'how to attract men', 'meet men', 'get the guy', 'tips for women', 'flirting tips', 'texting', 'calling', 'love advice', 'relationships', 'matt hussey', 'matthew hussy', 'mathew hussey', 'how to flirt']",PT11M19S,hd,false,29727.0,1565.0,160.0,2024-04-26,12:45:03,679.0,52.64574292730514,5.38231237595452,2024-04,Friday,5.8028055303259665
11,MlIwAZHGoVM,2024-04-24 19:22:31+00:00,How to Choose the Right Person in Love,"►► Want to Make 2024 the Year You Find Love?
Join my FREE Virtual Event Find Your Person LIVE on May 4th at. . . 
→ http://www.LoveLifeBook.com

▼
Don’t Miss Out! Subscribe to my YouTube channel now.
I post new love life advice for you every weekend.

►► Order My New Book, ""Love Life"" at → http://www.LoveLifeBook.com

►► FREE Video Training: “Dating With Results” → http://www.DatingWithResults.com

▼ Get My Latest Dating Tips and Connect With Me… ▼

Blog → https://www.matthewhussey.com/blog/

Facebook → https://facebook.com/CoachMatthewHussey

Instagram → https://www.instagram.com/thematthewhussey

Twitter → https://twitter.com/matthewhussey

▼ Connect with Stephen ▼

Youtube → https://bit.ly/StephenHusseyYoutube

Instagram → http://bit.ly/StephenHusseyIG","['Matthew Hussey', 'Matt Hussey', 'Get The Guy', 'How to Get the Guy', 'Dating Advice for Women', 'attract men', 'keep your man', 'dating coach', 'relationship coach', 'relationship tips', 'what men want', 'make him like you', 'make him love you', 'how to talk to men', 'how to attract men', 'meet men', 'get the guy', 'tips for women', 'flirting tips', 'texting', 'calling', 'love advice', 'relationships', 'matt hussey', 'matthew hussy', 'mathew hussey', 'how to flirt']",PT57M46S,hd,false,29115.0,880.0,90.0,2024-04-24,19:22:31,3466.0,30.224969946762837,3.0911901081916535,2024-04,Wednesday,3.331616005495449
12,XAfcRDSk3ac,2024-04-23 12:00:35+00:00,My VERY Best Relationship Advice to Find Love in 2024,"►► Get Your FREE Ticket to Find Your Person LIVE on May 4
PLUS a Chance to Win a 1:1 with Matthew & SO Much More!
Order Your Copy of Love Life to Enter the Love Life Giveaway at. . . 
→ http://www.LoveLifeBook.com

▼
Don’t Miss Out! Subscribe to my YouTube channel now.
I post new love life advice for you every weekend.

►► Pre-Order My New Book, ""Love Life"" at → http://www.LoveLifeBook.com

►► FREE Video Training: “Dating With Results” → http://www.DatingWithResults.com


▼ Get My Latest Dating Tips and Connect With Me… ▼

Blog → https://www.matthewhussey.com/blog/

Facebook → https://facebook.com/CoachMatthewHussey

Instagram → https://www.instagram.com/thematthewhussey

Twitter → https://twitter.com/matthewhussey","['Matthew Hussey', 'Matt Hussey', 'Get The Guy', 'How to Get the Guy', 'Dating Advice for Women', 'attract men', 'keep your man', 'dating coach', 'relationship coach', 'relationship tips', 'what men want', 'make him like you', 'make him love you', 'how to talk to men', 'how to attract men', 'meet men', 'get the guy', 'tips for women', 'flirting tips', 'texting', 'calling', 'love advice', 'relationships', 'matt hussey', 'matthew hussy', 'mathew hussey', 'how to flirt']",PT21M12S,hd,false,18045.0,672.0,130.0,2024-04-23,12:00:35,1272.0,37.2402327514547,7.204211692989747,2024-04,Tuesday,4.444444444444445
13,1wWUo3K2IQ4,2024-04-21 21:01:38+00:00,Talking About Your Red Flags LIVE,"Hey everyone! Today we're discussing YOUR biggest red flags from the comments of my recent Instagram post. 

If you still haven't grabbed your copy of my new book, Love Life, head over to https://LoveLifeBook.com now to pre-order your copy (releasing April 23rd!) Once you do, you'll be entered into the Love Life Giveaway where you can win a 1:1 with me, tickets to my in-person retreat in Florida, your own Love Life sweater and much more.",[],PT52M37S,hd,false,21282.0,482.0,123.0,2024-04-21,21:01:38,3157.0,22.648247345174326,5.779531998872286,2024-04,Sunday,2.842777934404661
14,auZ3meqfIM8,2024-04-21 12:37:43+00:00,How to Deal With the Fear of Never Finding Your Person,"►► Want to Make 2024 The Year You Find Love?
Join My Free Virtual Event Find Your Person on May 4. . .
→ http://www.LoveLifeBook.com

▼
Don’t Miss Out! Subscribe to my YouTube channel now.
I post new love life advice for you every weekend.

▼
I’ve been asked this question several times a week for the last 10+ years. You may feel SO ready to share your life with someone . . . only to have had dates that fizzled out or incompatible relationships . . . or perhaps you’ve remained single with no such person on the horizon. It can even begin to feel like that’s the way it will always be.
 
If you’re working through feelings of longing, loneliness, or sadness—or just want to feel more excited about dating—in today’s new video, I share 3 tools that will help you effectively manage those difficult emotions, and give you real hope for the future.

►► Pre-Order My New Book, ""Love Life"" at → http://www.LoveLifeBook.com

►► FREE Video Training: “Dating With Results” → http://www.DatingWithResults.com


▼ Get My Latest Dating Tips and Connect With Me… ▼

Blog → https://www.matthewhussey.com/blog/

Facebook → https://facebook.com/CoachMatthewHussey

Instagram → https://www.instagram.com/thematthewhussey

Twitter → https://twitter.com/matthewhussey

▼ Chapters ▼
0:00 – 2:32 – What If It Never Happens for Me?
2:32 – 4:20 – Dealing With Chronic Pain 
4:20 – 5:16 – The Desire to Find Another Person
5:16 – 8:57 – #1 Everything Changes 
8:57 – 11:28 – #2 Surrender
11:28 – 13:57 – “Happy Enough”
13:57 – 16:12 – #3 Pay Attention to the Modulations in Your Pain
16:12 – 17:51 – Find Your Person
17:51 – 19:02 – Love Life!","['Matthew Hussey', 'Matt Hussey', 'Get The Guy', 'How to Get the Guy', 'Dating Advice for Women', 'attract men', 'keep your man', 'dating coach', 'relationship coach', 'relationship tips', 'what men want', 'make him like you', 'make him love you', 'how to talk to men', 'how to attract men', 'meet men', 'get the guy', 'tips for women', 'flirting tips', 'texting', 'calling', 'love advice', 'relationships', 'matt hussey', 'matthew hussy', 'mathew hussey', 'how to flirt']",PT19M3S,hd,false,49051.0,2286.0,263.0,2024-04-21,12:37:43,1143.0,46.604554443334486,5.361766324845569,2024-04,Sunday,5.196632076818005
15,CqUVDeYSF5s,2024-04-19 20:22:47+00:00,Should You Trust Your Instincts in Love?,"►► Ready to Map Your Path to Make Finding Love Inevitable in 2024?
Join My FREE Virtual Event ""Find Your Person"" LIVE on May 4 to Learn How. . . 
Reserve Your Spot Now at. . . 
→ http://www.LoveLifeBook.com

▼
Don’t Miss Out! Subscribe to my YouTube channel now.
I post new love life advice for you every weekend.

►► Pre-Order My New Book, ""Love Life"" at → http://www.LoveLifeBook.com

►► FREE Video Training: “Dating With Results” → http://www.DatingWithResults.com

▼ Get My Latest Dating Tips and Connect With Me… ▼

Blog → https://www.matthewhussey.com/blog/

Facebook → https://facebook.com/CoachMatthewHussey

Instagram → https://www.instagram.com/thematthewhussey

Twitter → https://twitter.com/matthewhussey

▼ Connect with Audrey ▼

Instagram → https://bit.ly/AudreyHusseyIG","['Matthew Hussey', 'Matt Hussey', 'Get The Guy', 'How to Get the Guy', 'Dating Advice for Women', 'attract men', 'keep your man', 'dating coach', 'relationship coach', 'relationship tips', 'what men want', 'make him like you', 'make him love you', 'how to talk to men', 'how to attract men', 'meet men', 'get the guy', 'tips for women', 'flirting tips', 'texting', 'calling', 'love advice', 'relationships', 'matt hussey', 'matthew hussy', 'mathew hussey', 'how to flirt']",PT28M32S,hd,false,41385.0,1313.0,120.0,2024-04-19,20:22:47,1712.0,31.72647094357859,2.899601304820587,2024-04,Friday,3.462607224839918
16,GyMmQsGgqr4,2024-04-17 20:45:00+00:00,How to Find Love With Anxious Attachment,"►► Want to Make 2024 the Year You Find Love?
Join My FREE Virtual Event Called Find Your Person LIVE on May 4
Reserve Your Spot Now by Going to. . .
→ http://www.LoveLifeBook.com

▼
Don’t Miss Out! Subscribe to my YouTube channel now.
I post new love life advice for you every weekend.

►► Pre-Order My New Book, ""Love Life"" at → http://www.LoveLifeBook.com

►► FREE Video Training: “Dating With Results” → http://www.DatingWithResults.com


▼ Get My Latest Dating Tips and Connect With Me… ▼

Blog → https://www.matthewhussey.com/blog/

Facebook → https://facebook.com/CoachMatthewHussey

Instagram → https://www.instagram.com/thematthewhussey

Twitter → https://twitter.com/matthewhussey

▼ Connect with Mark ▼

Instagram → https://www.instagram.com/createthelove/

Instagram → https://www.instagram.com/createthelove/

Website → https://markgroves.com

Youtube → https://www.youtube.com/channel/UClgLCOnztdrdu6qAOH-PVdA

▼ Connect with Audrey ▼

Instagram → https://bit.ly/AudreyHusseyIG","['Matthew Hussey', 'Matt Hussey', 'Get The Guy', 'How to Get the Guy', 'Dating Advice for Women', 'attract men', 'keep your man', 'dating coach', 'relationship coach', 'relationship tips', 'what men want', 'make him like you', 'make him love you', 'how to talk to men', 'how to attract men', 'meet men', 'get the guy', 'tips for women', 'flirting tips', 'texting', 'calling', 'love advice', 'relationships', 'matt hussey', 'matthew hussy', 'mathew hussey', 'how to flirt']",PT50M9S,hd,false,29056.0,1133.0,74.0,2024-04-17,20:45:00,3009.0,38.99366740088106,2.546806167400881,2024-04,Wednesday,4.154047356828194
17,E3xUfFMCPpk,2024-04-16 19:05:41+00:00,Let's Talk LIVE About Emotional Unavailability in Dating,"Pre-Order your copy of my new book, Love Life at https://LoveLifeBook.com

Secure your copy before April 23rd to redeem your bonus package (plus be entered into my exclusive giveaway where you could win a ticket to my in-person retreat and much, much more!).",[],PT35M46S,hd,false,23012.0,788.0,138.0,2024-04-16,19:05:41,2146.0,34.24300365026942,5.996871197636016,2024-04,Tuesday,4.023987484790544
18,LPvuuVgqLsc,2024-04-14 11:00:22+00:00,7 Things I Wish I Knew When I Was Dating,"►► Pre-Order Love Life Now For a Chance to Win
Once in a Lifetime Prizes in the Love Life Giveaway at. . .
→ http://www.LoveLifeBook.com

▼
Don’t Miss Out! Subscribe to my YouTube channel now.
I post new love life advice for you every weekend.

▼
You know those moments where you look back and think, “I wish I’d known then what I know now”? Well, in today’s new video, I share the 7 things I wish I knew back when I was dating. Hopefully you can learn from my mistakes in my 20s and 30s to save yourself extra time (and heartache)!
 
If you’ve ever found yourself giving more than the other person in your relationship, felt heartbroken that someone doesn’t like you back, or chased the wrong person, you can’t miss this! 


►► Pre-Order My New Book, ""Love Life"" at → http://www.LoveLifeBook.com

►► FREE Video Training: “Dating With Results” → http://www.DatingWithResults.com


▼ Get My Latest Dating Tips and Connect With Me… ▼

Blog → https://www.matthewhussey.com/blog/

Facebook → https://facebook.com/CoachMatthewHussey

Instagram → https://www.instagram.com/thematthewhussey

Twitter → https://twitter.com/matthewhussey

▼ Chapters ▼

0:00 – 1:47 – Exclusive Giveaway
1:47 – 3:35 – #1 You Are Not for Everyone . . . and That’s OK
3:35 – 5:39 – #2 What We Want vs. What We Need
5:39 – 7:43 – #3 “Hard to Get” Doesn’t Mean “Great to Keep”
7:43 – 9:53 – #4 Intention Is Everything
9:53 – 12:31 – #5 Get Out of the Middle
12:31 – 14:50 – #6 Never Abandon Yourself
14:50 – 17:40 – #7 Right Doesn’t Mean Easy
17:40 – 18:33 – “Love Life” Is Nearly Here!","['Matthew Hussey', 'Matt Hussey', 'Get The Guy', 'How to Get the Guy', 'Dating Advice for Women', 'attract men', 'keep your man', 'dating coach', 'relationship coach', 'relationship tips', 'what men want', 'make him like you', 'make him love you', 'how to talk to men', 'how to attract men', 'meet men', 'get the guy', 'tips for women', 'flirting tips', 'texting', 'calling', 'love advice', 'relationships', 'matt hussey', 'matthew hussy', 'mathew hussey', 'how to flirt']",PT18M34S,hd,false,72016.0,2975.0,167.0,2024-04-14,11:00:22,1114.0,41.310264385692065,2.3189291268606977,2024-04,Sunday,4.362919351255276
19,gqhqYvRZawo,2024-04-11 17:00:31+00:00,Feel Confident in 10 Minutes,"►► Want the Chance to Win a 1:1 with Matthew, a Ticket to Our 2024 Live Retreat in Florida and SO Much More?
Pre-Order Your Copy of Love Life Before April 23rd by Heading to. . .
→ http://www.LoveLifeBook.com

▼
Don’t Miss Out! Subscribe to my YouTube channel now.
I post new love life advice for you every weekend.

►► Pre-Order My New Book, ""Love Life"" at → http://www.LoveLifeBook.com

►► FREE Video Training: “Dating With Results” → http://www.DatingWithResults.com

▼ Get My Latest Dating Tips and Connect With Me… ▼

Blog → https://www.matthewhussey.com/blog/

Facebook → https://facebook.com/CoachMatthewHussey

Instagram → https://www.instagram.com/thematthewhussey

Twitter → https://twitter.com/matthewhussey

▼ Connect with Audrey ▼

Instagram → https://bit.ly/AudreyHusseyIG","['Matthew Hussey', 'Matt Hussey', 'Get The Guy', 'How to Get the Guy', 'Dating Advice for Women', 'attract men', 'keep your man', 'dating coach', 'relationship coach', 'relationship tips', 'what men want', 'make him like you', 'make him love you', 'how to talk to men', 'how to attract men', 'meet men', 'get the guy', 'tips for women', 'flirting tips', 'texting', 'calling', 'love advice', 'relationships', 'matt hussey', 'matthew hussy', 'mathew hussey', 'how to flirt']",PT11M7S,hd,false,25802.0,1204.0,75.0,2024-04-11,17:00:31,667.0,46.66304937601736,2.9067514146190216,2024-04,Thursday,4.956980079063639
