,video_id,comments
10,nDUojvw9SNY,"['Yup. Getting a good therapist helps sort out those thoughts and feelings', 'Family and Friends are priceless', 'Bruh', 'Sounds like feminism to me from her... Sounds like she chose the wrong guy time and time again, and instead of admitting fault and choosing better standards, she chooses to blame others instead of herself', 'What’s her name ?😊', 'This resonates with me.  Love how Lisa explains this!  Matthew has been teaching this for ages!  Love them both❤❤❤', 'Hello to all  of you!', 'You are very wise for your age, Lisa. Thank you.  😊 ❤', 'Now that’s a long conversation that will end in metaphorical fist fight. I’ll watch that part 🙌 This is so 2016 😩', ""It's hard when love and service is your biggest value. But I need to make sure I'm being loved back, that I'm being poured into as well.""]"
11,FRZxv1yUghI,"['You are so great', 'Doesn’t let me register with audio book order number :(, I bought it on audible', ""I'm not a texter, and it has been so difficult for me. I purchased your book The momentum text and still have a difficult time. It came to the point that I asked them to be patient with me when it comes to texting."", 'Person fixation, vulnerable but to vulnerable', 'Woohoo!!', 'Cause we love your voice!! And cause Ican read it a heck of a lot faster', 'Audiable', 'I did!!', 'Venting patterns can trip up a lot of us I believe', ""I'd just rather get the book but haven't got a copy just yet.""]"
12,x3kP0-AXhio,"['Fascinating interview! ❤', 'Amazing convo ❤ thank you ✨', 'WRONG!! A man works hard for his girl, not for himself! “Appreciating” individual points in your man is offensive to a normal man. You appreciate all of him or nothing. You don’t pick apart parts of a whole to appreciate. Your man’s patience is herculean if you actually do that. Can’t believe Mathew didn’t correct her.', 'No disrespect but oh man this sounds like too much work! I think single sounds more peaceful lol', 'Ahhh, wherever I am in my journey, it is so good to come back to Matthew and pals and be reminded of what matters.', 'Matt bro you dosed off in min 32 😂 he had no idea what she was talking about', 'And we know what happened with ‘the Smiths’.', 'The ‘just nice enough’.  It keeps you questioning whether you are expecting too much, needing too much, and wondering if the problem is actually you.  (I acknowledge that no one is perfect in a relationship, but there are legitimate expectations and needs in relationships… and the ‘just nice enough’ creates so many doubts about yourself.)', 'The gap between desires being met is rooted in the shift that’s occurred with women who now value themselves and can provide for themselves. We used to value the things but now we can get those things ourselves so it’s the turn of men to realise then have inherent value in who they are not what they do. It’s a painful transition but fascinating. His worth IS. Her worth IS and then together they get to choose what they work for (not validation from each other). Interesting times that need time and a much higher ongoing perspective that some have the privilege to spend time in and pave the way for others still logically caught up in survival. ❤❤❤', 'if your always apart n dont take together time, its not a relationship. I once told my husband,,,,, Im not married to your mother ( living in my home n critiscizing me under MY roof! ahum) and im not her son!  he didnt care, money was his thing, along w gambling, etc etc after 18 mo, he decided he wanted his single life again,,,,,,,  so since you cant force ppl or change them we had a convo about this,,, and i let him go, then one day he says to me i found a 1 bdrm appt, so i said well where you going to put your mother? haha he replied oh she can stay here but i sid No if you leave so does she, she caused soooo many problems in my marriage  and id taken her is so shed eat healthier n have and i did save her life. ha']"
13,heCYov5NnqI,"[""I can only think of one thing: my job. 🥲 it's really time to look for a new one."", '❤️❤️❤️', 'So if I remove my pain it grows back, it’s always there even when I remove it. What’s your solution for that?', 'This is exactly correct! People can do this to you, you valued these people very much and their ill treatment of you tires you, it is especially really hard to remove these same people when they are family or people you love', '❤❤❤thank you!!!', ""Being with a narcissist for over 2 years I gradually started having less and less energy, I was getting ill, head aches every day, kidney problems because of so much stress. Now I've separated with him for last two months it's crazy how much better I feel, how much more energy I have, I can do things all day and even though I'm suffering underactive thyroid that causes exhaustion, I still have energy in me"", 'You are 100% correct, Matthew! I had to disengage from my toxic family members, and I have never looked back! I was too "" emotionally drained"" to even be in a healthy relationship with a man... Things are positively changing!! 🙏💗🫂', 'Important question.', 'The reason of any pain in life is unlimited as wish never ends.', 'Omgosh so very very true!!']"
14,KANehpUjFak,"['Hey Matthew', 'Yey ❤ so excited for your book and the coming event!!', ""I don't relate to the scarcity mind set. I've been single longer than I've been in a relationship since high school which was 37 yrs ago..."", ""Not your face in the cover  but you're BIG heart ❤ Happy Reading 📕📖 everyone 😊❤"", 'The Handle \nThe Hummer', 'Make sense', 'Me', 'Yes I need', 'Yes', ""I truly  DO believe there is a LIMITED number of people in one's geographic area, age category and then the elusive compatibility area.  I am talking from a 68 year old perspective and from a woman who is stayed in shape, stayed current, is educated, is open etc etc.  I think it's nice to have an abundant mind set but I have to say after trying for YEARS to meet someone IRL and online, I have only met people who wanted to keep it casual.  I know it's Matthew's job to reframe thinking BUT reframing the thinking isn't the reality either.""]"
15,EdlO3y2e1q0,"[""Yes I laugh now thinking of some of my ex's that I was absolutely devasted over. Makes me laugh now ❤"", 'This is wonderfully encouraging to me right now! Thank you!❤️', ""How do I deal with the fact that, at 14, I thought I wouldn't need this video because I didn't think I'd be so unlikely to attract someone? I'm almost 40, and I have no one still. I never really have."", 'Yeah, heard this same kind of story 5 years ago, 10 years ago. Been single 20 years. Sitting in the same spot, despite, ""putting myself out there"" and liking and crushing on individuals who didn\'t feel the same. And I\'m not overbearing or psycho or troll ugly. I\'m just over it. I\'m done. Comfortable being alone and putting my attention into other things.', 'True….the last part really made sense…you never know…a month from now you could be so comfortable being single ❤️', '🫶✝️🥺🙏🙏🙏💜💜💜💜 Thank you Matthew for the uplifting encouragement. Waiting on God & Will work on myself.', ""I am single since 2020. It is 2024 and I am 34yrs old. It's hard to find someone real and genuine."", 'Alone ❤. Self-love.  Alone forever. Always.', 'I love you do have a brother?', 'You touched the wound😭']"
16,aS--Q2UpdPw,"[""CHAPTER  12   How to leave when you can't seem to leave"", 'Micro\nMacro', 'Attention not intention', 'Plenty of poet\nLess poetry', 'A poet may talk a good game\n\nPoetry take effort', 'CHAPTER II  How to tell Love story \n\nLevel 1 \nAdmiration \n\nLevel 2\nMutual connection \n\nLevel 3\nCommitment', '❤', 'Well wishes ❤', '❤ LOVE when you do the lives!!!!!  AWESOME!!!', 'Audrey has amazing insights and questions.']"
17,uEoyMh9GrZo,"['Matt you are so compassionate', ""Thank you for talking about this seriously and compassionately. I feel like I'm scheduled to die in a year or two and spend the rest of my life as a ghost.  I tried so hard and couldn't make it happen."", 'Being pregnant is up to any mammal. See if you can be good parents which is way more difficult.', '❤', ""Society tells women to put career first and by the time many of us realise that isn't the biggest thing in life it can be already late in the game."", '...This was so enlightening.... AND  I believe it applies TO A LOT OF parts of Relationships and Marriage.... THAT WINDOW MAY DISAPPEAR , PLAYING IT COOL.', 'Men who don’t understand this lack empathy.', ""Oh, you mean like athletes? Women don't have a monopoly on wanting things that you can only have early in life."", 'I also feel so seen and understood. 🫶🏻', ""In my country i read a lot of story about woman who leave their boyfriend for other man who ready because their boyfriend aren't ready to get married and having children (or just don't have stable job yet)\nEven my female friend too \nAnd nobody blame her decision""]"
18,oB9yB5-4bXg,"['it is in fact, a far feched senerio. i sit in my house all day, do online school. i dont even know how to talk to people... anyway proseed...', 'How I wish to know this many years ago!! Feels like I spend half of my life ignoring my boundaries and the hardest part to admit is that even put myself in dangerous situations as I didn’t know the basics of protecting and giving value to myself…❤️\u200d🩹\nHope someday I can overcome and heal all the bad feelings. \nThank you Matthew🙏 you are a blessing to this world!!', ""I'm 15 and I met this guy who is 9 years older the day we met he forced me to kiss him I kept telling him our age gap was too big and it was illegal but he convinced me age is just a number now he is asking me for Netflix and chill"", 'Congratulations 🎉 sounds like you have an amazing next chapter of life starting. How exciting 🥳', 'Matthew is so sweet!  You can tell he really just loves people and wants the best for everyone.', 'You can skip the video, I know from personal experience: they are cheap and creepy. No joke. Ghost them. Anyone can be amazing on a first date.', 'Thank you for the clear wisdom and helpful advice!!', 'I would say - don\'t hang out at home until you\'re official, he asked you t be his gf and you have been that for at least 4 months, men might fake relationship, a player will not last longer than that usually. I have been asked for that for 3rd date. A guy lives in another country - maybe he has a wife, gf or something, maybe it\'s not even his real name. I don\'t even know his insta (he pretends not to be on social media), his surname, his friends, no ""what are we"" talk, he doesn\'t ask me questions, we sit in silence unless I ask him questions etc. Seems he just wants to use me for one thing only.', 'Another thought: ""Netflix & Chill"" means they\'re not learning about YOU & vice versa. You are passively watching something and not getting to know one another. & yes they\'re a stranger until you\'ve known them for months.', 'I saw you on a podcast with Sahara. Just ordered your new book and subscribed 😊']"
19,MlIwAZHGoVM,"['Get your copy of Love Life now by heading over to https://LoveLifeBook.com ❤', 'Stephen looks so much better now WoW Good for him!!!! Another example of men should try their best to improve their look.', 'Awesome', ""I think they're missing the fact that apps give many people a way to meet those that they NEVER would have crossed paths with in real life.  I'm disappointed they are perpetuating the introverts dream way of dating.  No.  There are ALL kinds, and it's simply a faster way to find others than relying on who you might accidentally bump into in your daily routine."", ""I'm looking forward to buying and reading this book."", 'Dont be silly .Stay single.You will lose every thing.I have been there.At least my car is faithful.', 'One of the best podcasts, and all of the podcasts are very good, so that says a lot.', ""I don't bother .Got used once.Stay single and lonely.Better off."", 'I\'ve been following your advice for over 12 years and learned so much from you. I am now in a long term relationship and still find that much of the advice is as applicable (would love if there was more on the struggles of starting a family, having kids and how it affects relationships - I assume it will happen when you\'ll start this path yourself). My favorite advice is still - ""I\'m at x, you should come!"" - It\'s brilliant and worked every time (even if only to learn that the guy is just not as invested). Looking forward to reading the book. H', '“Now you see the real me. So f you!” Sooooo cute and funny Matt! 😂 And relatable af!']"
20,XAfcRDSk3ac,"[""It's pub day for the book! I can't believe it's finally here. Thank you for all of your comments so far! And for everyone asking, the book is available at https://LoveLifeBook.com. Don't miss the bonuses that are available this week only! happy reading everyone, and thank you all so much for all of the love and support you've been giving me in these last days, weeks and months (and YEARS!). I love you guys."", 'This is a 20minute advertisement ?', 'Dude’s the biggest commercial predator (selling dating advice) on females who are stuck on his every buzzword “intentionality,” “this book was written to ‘see you’”… “safe,” all he does is use buzzwords based on emotion and feeling and it sells. Ladies let me give you a clue- this shit doesn’t work with men.', 'Yo le recomiendo a mis clientes que se vean este podcast todos los lunes jaja 🌱🥦 gracias!!!', 'Can’t wait to buy a copy of your book 📕 Thank you 💎❤️🇦🇺', 'Next Video please without the loud background music :) thx', 'Most guys I know gave up on dating and now play Helldivers 2.', 'You are so spot on, thanks.', 'You just reminded me to buy your books. So thanks for that!', 'I just read your book and I want to say THANK YOU! I had a major epiphany!! Even though I have two masters, successful and have options when it comes to dating I couldn’t help but feel less than due to my last relationship with an emotionally unavailable man. I’ve realize I allowed someone like that in my life not because I’m stupid, insecure or have zero self worth but because I am in fact an empath and try to find the reasons behind someone’s behavior, I forgive, I’m committed and don’t give up at the first problem. That realization was empowering ❤ I feel much more equipped on what I want and what I will not put up with moving forward! 🤗']"
21,1wWUo3K2IQ4,"['Biggest red flag I experienced was controlling behavior.', ""And about the book, sorry what's is different on this from the first one?? Tku for the croks show it made my train travel lighter❤"", ""It's a pity that being genuinely simple to discover someone is considered as a red flag, I don't talk about faking emphatic speech to manipulate someone but just be spontaneous with someone else. As introvert intuitive feeler we can easily connect and merge but it's not welcome in this lost society..."", 'Attention is not intention. ❤', 'Preorder', 'Don’t forget to add the crocks decorations in the holes! He can spell out your name. So romantic! 😂', 'Crocks…No red flag. I much as I don’t like the looks… I know a lot of good people who wear them for comfort. Chefs, doctors, nurses, Crew/rowing team, etc…', ""Playing, hope and Beeing stupid. And they don't want to loose your love like a  fantasy. They can't be real."", 'Hei Matthew. Love from Kjersti. Norway', 'A month into dating my ex I’d still say things like “if we’re still together, sure!” when he wanted to make plans for the future. He finally said “do you think I’m going somewhere or something??” I said I didn’t want to fall too fast or get ahead of myself, and my last couple relationships only lasted 3-4 months. Sure enough a month and a half, maybe 2 months later he ended things (supposedly because he wants kids and doesn’t believe me when I say I do too). I called him out on saying he wasn’t going anywhere when I was trying to protect myself, and then there he goes….']"
22,auZ3meqfIM8,"['Pain is inevitable. Suffering is optional.', 'great video', ""I'm not afraid and not even in pain that I might never find my other half, because I'm quite sure it's not gonna happen and I'm  used to it and embracing the fact I'm always going to be on my own. The only thing I'm afraid of is losing what I already have."", 'Thank you Matthew, I’m going to buy the book soon! 🫶', 'Impossible is not one word its Im Possible,,,,,,,,, powerful to remember ! travel  do things explore your world,, take up hpbbies,,,,, do what your passionate about,,,,, despite a broken clivucle,,,,, im Still digging in the garden, planting n doing my thing,,,,, i also love cooking,,,,,, i do stained glass, and have a slew of hobbies i need to re pick up, remember Impossible is 2 words Im Possible! wink love n best to all !', '5 minutes of ad.\nSkip to 5:11', 'Listening to this made me feel even more lonely and hopeless than I was before I clicked play. I already know I’ll be alone till I die. It’s reenforced every day.', ""When if ever the place I live is back to swift I'll run to buy your wonderful book. Thanks for always putting wonderful free content for us without descrimination by place, race and gender."", 'Yess. Mathew. .I m feeling the same 😢', 'I rather have my car.To many problems.Stay single.']"
23,pROjRDs2TlU,"['❤', 'Who let white African out', 'Matt is the only person that talks about relationships without triggering our traumas or any other personal feelings such as low self esteem issues or trust and confidence issues or even insecurities, we all feel that sometimes but he talks in such kindness and grace that you learn and understand what he is saying smoothly and easily without feeling bad about yourself or blaming or shaming your previous choices !! He is such a professional person.', 'I always you are only stuck with yourself 24/7 until you die, so you better enjoy yourself & become your best friend.', 'Well said', 'As an only child, I learned this a long time ago. I’m all I’ve got & I create my life. 🙏🫶✨', 'I am THE asset 🎉 Cool. Thank you Matthew ❤', 'Stay in your\nOwn Lane…👣👣👣👣👣', ""Most intelligent & realistic thing I've heard in a minute! TY! Louisville Kentucky ~""]"
24,CqUVDeYSF5s,"['Instinct is an interesting subject. I follow Laura Richards, an amazing criminal psychologist and profiler who was the Head of Homicide Prevention at Scotland Yard for 10 years. She ends almost all her videos saying ""always trust your instincts."" She campaigns avidly for reform around domestic abuse and other related issues such as stalking laws etc. She was one of the main campaigners who got the coercive control law passed in the UK and she devised the police DASH system for logging and rating domestic abuse incidents. It creates complications when someone with so much expertise says to always trust your instincts. And then a life coach - who\'s also at the top of their game - challenges that and breaks it down. It would be great to have a video or situation where these two perspectives could be discussed and broken down.', ""there's a huge difference:\n*my instinctive response is not my intuition.*\nmy instinctive response is emotions going high and that puts me at risk to act on that. So it's best to calm down first or to even let a few days pass.\nmy intuition is sth deep down, calm and safe, and i can easily trust it and it has never failed me."", ""I think it's also worthy to distinguish between intuition and instinct. So for instance, sensing that someone is not trustworthy might be more of an intuition. The way we react in a circumstance is more of an instinct. I would trust more my intuition than my instinct, although controlling instincts too much can also be detrimental. For instance, if your child is being a brat, your instinct may be to get angry and shout a bit, but you control yourself based on learned ideas, on your head, because you think you should not be violent at all. And then this may cause you more problems, because the child may learn much quicker to behave well if exposed to your natural reaction, but your rationality keeps them misbehaving and getting you more unconsciously angry and then acting out your anger in more subtle and destructive ways :)"", ""You made me realize that my instinct is to repair it all by myself. As a child raised by a single mother of 2, with financial issues and stress, what I've learned is that no one will help me solve my problems or help me get what I need. So now in a trauma bond relationship I find myself trying to fix things all the time, even when he's the one breaking it and he's just leaning back or even going away and just demanding. This is the instinct that does not serve me anymore. I need to learn that in a relationship I am not the solely responsible for putting effort and problem solve."", ""yes you should know. \nNeedin-to-Grow-Up-if-you don't !"", 'I found this instincts talk fascinating!!', ""Instinct is something different then intuition. I would always trust my intuition, not my default reaction to things. It's different"", 'So helpful thank u guys', ""In a number of years, when Audrey starts having hot flashes, she'll appreciate you liking things chilly, Matthew!!"", 'Instincts and intuition are normally right, your talking about an ego response so the head over your intuition, instinct/intuition is always right the ego isn’t']"
25,GyMmQsGgqr4,"['So many gems in this conversation 💯', 'I’ve followed Mark for a long time and remember when he and Kylie had the “sacred break”, but it was a true breakup at the time. So happy to see how he is and the success he has obtained. Thanks for this interview!', 'It’s so hard being a handsome and “tough” man but having an anxious attachment. Everyone just tells me I’m good looking and to find another woman or they expect me to walk around like the terminator with no feelings. The truth is my feelings do get hurt and I’m somewhat sensitive inside. That’s me and I just need to continue working on ways to cope but I think I will always have these sensitive feelings.', ""I don't it's just entertainment I get alot of laughs out them making fools out themselves"", ""Two is more resourceful than one. That's so true. I believe so. And it's really a good conversation. 👏🏻"", 'Please bring Chantal Heide', '🙏\U0001fa75', 'So beautiful          be blessed  !', ""The timing of finding this interview was perfect for me!  Really opened my eyes.  I have ordered Mark's book as well.  Thank you!"", 'Microdosing on a person haha']"
